id,city,district,local_id,name,addr,TYPE,SUMMARY,TEL,PAYEX,SERVICETIME,TW97X,TW97Y,TOTALCAR,TOTALMOTOR,TOTALBIKE
10068,新北市,板橋區,NPBQ,板橋金站停車場,新北市板橋區館前西路6號地下1樓至地下3樓,2,立體式-機械建築附設停車空間,29591800,小型車計時每小時50元;,0~24時,296341.5,2766645,43,0,
60049,新北市,新店區,NPXD,世紀停車場,新北市新店區寶橋路235巷137號B1,2,立體式建築附設停車空間,8919-1682,小型車計時第1小時50元;小型車計時每次500元;,0~24時,305756,2764166,20,0,
10130,新北市,板橋區,NPBQ,板橋國民運動中心停車場,新北市板橋區智樂路6號B1~B3,2,立體式建築附設停車空間,22588886,小型車計時每小時20元;小型車月租每月4000元;小型車月租每月3200元;,06~22時,296248.2,2768364,236,94,
30058,新北市,中和區,NPZH,艾德蒙海外股份有限公司停車場,新北市中和區建一路176號B2,2,立體式建築附設停車空間,82273006,小型車月租每月7500元;,0~24時,299242.5,2765565.5,150,0,
100015,新北市,淡水區,NPTS,艾德蒙海外股份有限公司淡水竹圍第一期停車場,新北市淡水區民族路31巷1號及33巷10號B2,2,立體式建築附設停車空間,82273006,小型車月租每月4500 元;,0~24時,296660,2780928.5,8,0,
100014,新北市,淡水區,NPTS,艾德蒙海外股份有限公司淡水竹圍第二期停車場,新北市淡水區民族路31巷28-100號B2、B3,2,立體式建築附設停車空間,82273006,小型車月租每月4500 元;,0~24時,296680.5,2780996,63,0,
100013,新北市,淡水區,NPTS,艾德蒙海外股份有限公司淡水竹圍第三期停車場,新北市淡水區民族路31巷1號B2、B3(營業範圍詳見登記證電子檔),2,立體式建築附設停車空間,82273006,小型車月租每月4500 元;,0~24時,296534,2781002.5,91,0,
10129,新北市,板橋區,NPBQ,Times 板橋南雅夜市,新北市板橋區南雅東路29巷3-1號旁,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月8000元;,0~24時,295836.2,2766501,7,0,
20029,新北市,三重區,NPSC,二重國小地下停車場,新北市三重區大有街10號,2,立體式多目標附建停車場,2986-3280,小型車計時每小時20元;小型車月租每月4000元;小型車月租每月1000元;身障車月租每月2000元;身障車月租每月500元;,0~24時,298217.5,2773097,92,0,
10131,新北市,板橋區,NPBQ,新北市板橋區新北市立圖書館地下停車場,新北市板橋區貴興路139號B1~B3,1,立體式建築附設停車空間,29645836,小型車計時每小時30元;小型車計時每小時20元;小型車計次每次300元;小型車月租每月6000元;機車計次每次10元;機車月租每月200元;,0~24時,295902.8,2766068,228,278,
50099,新北市,新莊區,NPXZ,新北市興化國小附設停車場,新北市新莊區五工二路50巷2號,2,平面式多目標附建停車場,22991001,小型車月租每月2500元;小型車月租每月2000元;小型車月租每月1500元;,0~24時,296572.2,2773155,60,0,
100017,新北市,淡水區,NPTS,馬偕紀念醫院淡水分院附設收費停車場,淡水區民生路45號馬偕樓B2、B3及綜研大樓,2,立體式建築附設停車空間,2809-4661,小型車計時每小時30元;小型車計次每次180元;小型車計時每次90元;,0~24時,296577,2781254,360,0,
30109,新北市,中和區,NPZH,宏達經營管理顧問有限公司中福停車場,新北市中和區景平路666號B2、B3,2,立體式-機械建築附設停車空間,29869257,小型車計時每小時40元;小型車月租每月4000元;,0~24時,300198.7,2765973,37,0,
20059,新北市,三重區,NPSC,帝國力行停車場,新北市三重區力行路一段52號旁,2,平面式臨時路外停車場,5574-0172,小型車計時每小時20元;小型車計時每小時30元;小型車月租每月3600元;,0~24時,298938,2773443.5,82,0,
100008,新北市,淡水區,NPTS,淡水區公有三民立體停車場,新北市淡水區建設街6號,1,立體式都市計畫停車場,2626-1179,小型車計時每小時50元;,0~24時,294271.5,2784945.5,58,0,
40042,新北市,永和區,NPYH,大家停車一場,新北市永和區環河東路8號,2,平面式臨時路外停車場,935969933,小型車月租每月2000元;小型車月租每月2500元;,0~24時,303405.1,2766148,50,0,
260006,新北市,貢寮區,NPGL,福隆停車場,新北市貢寮區福隆里興隆街36號前,2,平面式都市計畫停車場,,大型車計時每小時50元;小型車計時每小時20元;,0~24時,345306.4,2767973,146,6,
20007,新北市,三重區,NPSC,三張地下停車場,新北市三重區大智街188號,1,立體式建築附設停車空間,"8985-6460,8985-0871",小型車計時每小時20元;小型車月租每月4000元;,0~24時,299457.5,2773669.5,282,0,
20017,新北市,三重區,NPSC,綜合體育館地下停車場,新北市三重區新北大道1段2號B1、B2,2,立體式多目標附建停車場,2986-7222,小型車計時每小時20元;小型車月租每月4000元;,0~24時,299576,2772729.5,294,0,
240001,新北市,平溪區,NPPX,平溪停三停車場,新北市平溪區南山坪136號對面,1,平面式都市計畫停車場,800021111,小型車月租每月4500元;小型車計時每小時40元;,0~24時,328949.5,2771178.5,124,0,
90029,新北市,三峽區,NPSA,三峽國小地下停車場,新北市三峽區中山路16號B1、B2,1,立體式多目標附建停車場,77310360,小型車計時每小時20元;小型車計時每小時10元;小型車計時每小時40元;小型車月租每月2800元;小型車月租每月2500元;小型車月租每月2000元;小型車月租每月1000元;,0~24時,287107.9,2758641,259,0,
40045,新北市,永和區,NPYH,中正堤外停車場,新北市永和區中正橋北往南下堤外匝道之右側,2,平面式臨時路外停車場,800021111,小型車計時每小時20元;小型車月租每月3000元;,0~24時,301866,2767920,122,0,
20001,新北市,三重區,NPSC,新北市三重區溪美立體停車場,新北市三重區自強路4段55號,1,立體式建築附設停車空間,8985-9572,小型車計時每小時20元;小型車月租每月4000元;機車計次每次20元;機車月租每月300元;機車月租重機每月600元;,0~24時,299493,2774539.5,357,108,
40005,新北市,永和區,NPYH,新北市永和區福和國中地下停車場,永和區永亨路96號,1,立體式建築附設停車空間,8921-6933,小型車計時每小時20元;小型車月租每月4000元;,0~24時,302716.5,2766383,554,0,
20006,新北市,三重區,NPSC,聯邦地下停車場,新北市三重區中華路125號B2、B3,1,立體式建築附設停車空間,29888358,小型車月租每月4000元;小型車計時每小時30元;,0~24時,298841,2772974.5,193,0,
10109,新北市,板橋區,NPBQ,便利停車場板橋站,新北市板橋區南門街61號B2-B3,2,立體式建築附設停車空間,89698237,小型車計時每小時50元;小型車月租每月5000元;,0~24時,296159.1,2766789,37,0,
60061,新北市,新店區,NPXD,安康市場地下二樓附設停車場,新店區安康路二段120號B2,2,立體式多目標附建停車場,25031111#3083,小型車月租每月2500元;身障車月租每月2000元;,0~24時,301765.5,2761754.5,36,0,
50100,新北市,新莊區,NPXZ,Times新莊昌德街,新北市新莊區昌德街與福壽街交叉口附近,2,平面式臨時路外停車場,800888924,小型車計時每小時80元;小型車月租每月8000元;,0~24時,296207.9,2771959,17,0,
30065,新北市,中和區,NPZH,潤泰全球股份有限公司中和分公司B3、B4、6F停車場,新北市中和區中山路二段228號,2,立體式建築附設停車空間,82411111,小型車計時每小時50元;,0~24時,300368,2766172,337,0,
10064,新北市,板橋區,NPBQ,馥都飯店停車場,新北市板橋區縣民大道1段189號B1~B4,2,立體式建築附設停車空間,29658000,小型車計時每小時100元;,07~23時,296388.5,2766847,49,0,
60010,新北市,新店區,NPXD,安康立體停車場,新北市新店區安康路二段120號4F~10F、頂樓,1,立體式建築附設停車空間,2212-1762,小型車計時每小時30元;小型車計時每小時20元;小型車計次每次200元;小型車月租每月3000元;小型車月租每月1800元;,0~24時,301750.5,2761678.5,200,0,
20060,新北市,三重區,NPSC,幸福水漾公園區,新北市三重區重新橋北側自行車道與疏洪十六路交叉口(鄰幸福水漾公園),2,平面式臨時路外停車場,29748453,小型車計時每小時20元;小型車計時每小時10元;小型車月租每月1800元;小型車計次每次150元;,0~24時,298615,2771446.5,175,0,
20079,新北市,三重區,NPSC,觀光市集北側停車場(堤14),新北市三重區重新橋北側-新莊堤外道路與疏洪十六路交叉口,2,平面式臨時路外停車場,29748453,小型車計時每小時20元;小型車計時每小時10元;小型車月租每月1800元;機車計次每次10元;機車月租每月300元;小型車計次每次150元;,0~24時,0,0,267,628,
20068,新北市,三重區,NPSC,觀光市集南側停車場,新北市三重區重新橋南側新莊堤外道路與疏洪十六路交叉口(鄰疏洪運動公園),2,平面式臨時路外停車場,29748453,小型車計時每小時20元;小型車計時每小時10元;小型車月租每月1800元;機車計次每次10元;機車月租每月300元;小型車計次每次150元;,0~24時,298604.5,2771382.5,411,823,
170033,新北市,林口區,NPLK,國立臺灣師範大學林口校區資訊與教學大樓地下停車場,新北市林口區仁愛路1段2號,2,立體式多目標附建停車場,77148601,小型車月租300元;小型車月租720元;,06~23時,290555.5,2773272,69,0,
160009,新北市,泰山區,NPTA,和平泰山停車場,新北市泰山區台麗街65-1號,2,平面式建築附設停車空間,29047071,小型車計次每次200元;機車計次每次50元;,07~24時,292933,2770093.5,96,96,
60078,新北市,新店區,NPXD,新環停車場,新北市新店區環河路181-1號旁空地,1,平面式臨時路外停車場,0972-743-936,小型車計時每小時40元;小型車月租每月4000元;小型車月租每月2000元;,0~24時,304183.5,2762301,108,0,
90030,新北市,三峽區,NPSA,富誠學成停車場,新北市三峽區學成路258號對面空地,2,平面式臨時路外停車場,27546661,小型車計時每小時60元;小型車月租每月8000元;,0~24時,287844.4,2759425,23,0,
50050,新北市,新莊區,NPXZ,頭前國中地下停車場,新北市新莊區思源路485號B1~B3,1,立體式建築附設停車空間,85213420,小型車計時每小時30元;小型車月租每月3500元;,0~24時,296333.5,2771956.5,256,0,
30064,新北市,中和區,NPZH,時代地下停車場,新北市中和區建康路101-119號地下B1-B3,2,立體式建築附設停車空間,2228-8613,小型車計時每小時60元;小型車月租每月6000元;,0~24時,299340,2765915.5,371,0,
10132,新北市,板橋區,NPBQ,愛買南雅店收費停車場,新北市板橋區貴興路101號,2,立體式建築附設停車空間,800002088,小型車計時每小時50元;,0~24時,296049.6,2766152,204,153,
30012,新北市,中和區,NPZH,圓通停車場,新北市中和區圓通路369巷33號,1,平面式都市計畫停車場,2242-5455,小型車計時每小時20元;小型車月租每月3000元;小型車月租每月2000元;,0~24時,299550.5,2764506,170,0,
130014,新北市,土城區,NPTC,土城區綜合體育場附設停車場,新北市土城區裕民路193-1號,2,平面式建築附設停車空間,(02)8273-1775,小型車月租每月1500元;,0~24時,295820.5,2764428.803,58,0,
20002,新北市,三重區,NPSC,中山立體停車場,新北市三重區新北大道1段6號,1,立體式都市計畫停車場,2971-0770,小型車計時每小時20元;小型車月租每月4000元;,0~24時,299397,2772614,415,0,
30060,新北市,中和區,NPZH,遠東世紀廣場第一期管理委員會停車場,中和區建一路建一路162號B1,1,立體式建築附設停車空間,82280666#163,小型車計時每小時50元;大型車月租每月4200元;大型車計次每次300元;小型車計時每次50元;小型車計次每次50元;小型車計次每次50元;,0~24時,299244.5,2765648,110,0,
50029,新北市,新莊區,NPXZ,新莊區農會停車場,新北市新莊區中正路80號B2-B4,2,立體式-機械建築附設停車空間,22777988-1310,小型車計時每小時40元;小型車計時每小時60元;小型車月租4100元;小型車月租每月3000元;小型車月租3300元;小型車月租2700元;,0~24時,296239.5,2770049,345,0,
130005,新北市,土城區,NPTC,延吉立體停車場,新北市土城區德峰街65號,1,立體式都市計畫停車場,22606038,小型車計時每小時20元;小型車計時每小時30元;小型車計時每小時10元;小型車月租每月2800元;小型車月租每月1700元;身障車月租每月1500元;機車月租每月1400元;,0~24時,297415.5,2764446.5,438,50,
130004,新北市,土城區,NPTC,裕生立體停車場,新北市土城區裕生路106號,1,立體式都市計畫停車場,22607038,小型車計時每小時20元;小型車計時每小時30元;小型車計時每小時10元;小型車月租每月3000元;小型車月租每月2500元;身障車月租每月1500元;,0~24時,295083.5,2764139,177,0,
260007,新北市,貢寮區,NPGL,龍洞灣海洋公園停車場,新北市貢寮區龍洞街63-3號對面,2,平面式都市計畫停車場,24909258,大型車計次每次100元;小型車計次每次50元;,0~24時,342396.9,2779123,19,0,
30020,新北市,中和區,NPZH,錦和高中收費停車場,新北市中和區錦和路163號,2,平面式多目標附建停車場,22498566,小型車月租每月2500元;小型車月租每月2500元;,0~24時,299648.5,2764956.5,16,0,
60021,新北市,新店區,NPXD,新店溪陽光運動園區停車場,新店區陽光橋下陽光運動園區高灘地,2,平面式臨時路外停車場,955357239,小型車計時每小時20元;小型車月租每月4000元;機車免費免費;,0~24時,302344,2763306,207,196,
20005,新北市,三重區,NPSC,正義公園地下停車場,新北市三重區雙園街1號地下1樓,1,立體式多目標附建停車場,2983-6614,小型車計時每小時20元;小型車月租每月4000元;,0~24時,300183.5,2773459.5,196,0,
10134,新北市,板橋區,NPBQ,全群停車場,新北市板橋區四維路230巷2號,2,立體式建築附設停車空間,22535566,小型車計時每小時20元;小型車計次每次100元;小型車月租每月5000元;,0~24時,296839.5,2768969,61,0,
280006,新北市,萬里區,NPWA,野柳停車場,新北市萬里區野柳里港東路167-1號對面,2,平面式臨時路外停車場,2492-2206,大型車計次每次150元;小型車計次每次50元;小型車月租每月1500元;,0~24時,319659,2788693,314,0,
280009,新北市,萬里區,NPWA,龜吼停車場,新北市萬里區龜吼里漁澳81號對面停車場,2,平面式臨時路外停車場,2492-7921,小型車計次每次50元;小型車月租每月1500元;,0~24時,319185.3,2787678,76,0,
10135,新北市,板橋區,NPBQ,潤智大小型停車場,新北市板橋區大觀路3段50巷52號旁,2,平面式臨時路外停車場,936160805,大型車計時每小時50元;大型車月租每月5000元;小型車計時每小時30元;小型車月租每月3000元;,0~24時,293681.5,2765405,31,0,
50101,新北市,新莊區,NPXZ,晶冠廣場地下停車場,新北市新莊區五工路66號B1~B3,2,立體式-機械建築附設停車空間,89783637,小型車計時每小時20元;小型車月租每月3200元;小型車月租每月2560元;機車免費免費;,0~24時,296241.2,2772931,381,180,
60036,新北市,新店區,NPXD,Times台北矽谷停車場,新店區北新路三段205、205-1號B3,2,立體式建築附設停車空間,2504-6098,小型車計時每小時80元;小型車月租每月8000元;,0~24時,304517.5,2764152,319,0,
40022,新北市,永和區,NPYH,宏達經營管理顧問有限公司北城停車場,永和區民權路53號B3~B4,2,立體式建築附設停車空間,2943-5359,小型車計時每小時20元;小型車月租每月3500元;,0~24時,302476.5,2765495,194,0,
50102,新北市,新莊區,NPXZ,中信國小收費停車場,新 北市新莊區忠信街168號,2,立體式多目標附建停車場,85211131,小型車月租每月3000元;小型車月租每月1700元;小型車月租每月1000元;,0~24時,295233.8,2771590,26,0,
60026,新北市,新店區,NPXD,德安停車場,新店區安康路二段300號旁,2,平面式臨時路外停車場,22122736,;,0~24時,300915.5,2761234.5,68,0,
70016,新北市,樹林區,NPSL,樹林國小慶福樓地下室及家長接送區停車場,新北市樹林區育英街176號 B1慶福樓地下室與家長接送區,2,立體式多目標附建停車場,2681-2014#837,小型車月租每月2500元;小型車月租每月1500元;,0~24時,292154.5,2764665,33,0,
20019,新北市,三重區,NPSC,新北市立聯合醫院三重院區停車場,新北市三重區新北大道1段3號,2,立體式多目標附建停車場,986816383,小型車計時每小時30元;小型車月租每月4000元;機車計次每次10元;,0~24時,299547,2772599.5,150,86,
60067,新北市,新店區,NPXD,矽谷溫泉會館停車場,新店區中正路491-1號,2,立體式建築附設停車空間,2218-0101,小型車計時每小時40元;小型車月租每月4500元;,0~24時,303869,2763974,120,0,
160016,新北市,泰山區,NPTA,新北市新五泰國民運動中心附設地下停車場,新北市泰山區全興路167號B1、B2,2,立體式建築附設停車空間,22968860,小型車計時每小時20元;小型車月租每月4000元;小型車月租每月3200元;機車免費0元;,0~24時,293846.7,2771976,217,81,
90021,新北市,三峽區,NPSA,台灣聯通三峽停車場,三峽區和平街65號B2,2,立體式建築附設停車空間,2523-5000,小型車計時每小時40元;小型車月租每月4000元;,0~24時,287360.5,2758792.5,21,0,
210003,新北市,三芝區,NPSZ,新北市淺水灣停車場,新北市三芝區后厝里北勢子45-32號(後厝派出所)旁,2,平面式臨時路外停車場,935513448,大型車計次每次100元;小型車計次每次50元;機車計次每次50元;機車計次每次10元;小型車月租每月1500元;,0~24時,297377,2793731.5,55,121,
140031,新北市,蘆洲區,NPLZ,溪墘公園地下停車場,新北市蘆洲區信義59巷2號旁,1,立體式多目標附建停車場,2281-2238,小型車計時每小時20元;小型車計時每小時30元;小型車計次每次120元;小型車月租每月3400元;小型車月租每月3000元;身障車月租每月2000元;,0~24時,298046.9,2774677,173,0,
10110,新北市,板橋區,NPBQ,新北市板橋區板橋高級中學地下停車場,新北市板橋區文化路1段25號B1,1,立體式多目標附建停車場,29663558,小型車計時每小時20元;小型車計時每小時30元;小型車月租每月4000元;,0~24時,296379.7,2767196,229,0,
30110,新北市,中和區,NPZH,和城平面停車場,新北市中和區和城路1段263號,2,平面式多目標附建停車場,89859111,小型車計時每次50元;小型車月租每月5000元;,0~24時,299013.6,2765142,82,0,
10085,新北市,板橋區,NPBQ,板橋國小地下停車場,板橋區文化路一段23號B1~B3,1,立體式建築附設停車空間,89698938,小型車計時每小時30元;小型車月租每月4000元;,0~24時,296238.5,2767099.5,224,0,
60034,新北市,新店區,NPXD,新店慈濟醫院地下停車場,新北市新店區建國路289號1F、B1、B2,1,立體式建築附設停車空間,8219-2208,小型車計時每小時30元;小型車月租每月4800元;,0~24時,304156.5,2764272.5,311,477,
110056,新北市,汐止區,NPXI,Times 汐止新台五路停車場,新北市汐止區新台五路1段75號旁,2,平面式臨時路外停車場,800888924,小型車計時每小時100元;小型車月租每月8000元;,0~24時,315064.5,2772614,95,0,
60079,新北市,新店區,NPXD,便利停車場安德站,新北市新店區安德街與安德街57巷交叉口空地,2,平面式臨時路外停車場,22121317,小型車計時每小時40元;小型車計次每次130元;小型車月租每月3500元;,0~24時,301576.1,2761671,160,0,
10069,新北市,板橋區,NPBQ,星聚點板橋站停車場,板橋區中山路一段1號B2,2,立體式建築附設停車空間,2959-7868,小型車計時每小時80元;,0~24時,296367.5,2766678.5,79,0,
110057,新北市,汐止區,NPXI,上嘉汐止火車站停車場,新北市汐止區信義路1號(汐止火車站1樓),2,立體式建築附設停車空間,86923119,小型車計時每小時60元;小型車月租每月6000元;小型車月租每月4000元;機車計次每次30元;機車月租每月700元;,0~24時,316737.6,2773497,115,466,
90003,新北市,三峽區,NPSA,新北市三峽區長福平面停車場,三峽區光明路1號,1,平面式都市計畫停車場,22526381,大型車計次150元;大型車計次180元;小型車計次每次50元;小型車計次每次90元;小型車月租每月1800元;,0~24時,287597.5,2758347,98,0,
90016,新北市,三峽區,NPSA,新北市三峽區光明平面停車場,新北市三峽區光明路39號之1,1,平面式都市計畫停車場,22526381,小型車計時每小時30元;小型車月租每月1800元;,0~24時,287803.5,2758118,44,0,
90017,新北市,三峽區,NPSA,新北市三峽區三角湧平面停車場,新北市三峽區中華路與中華路3巷交叉口,1,平面式都市計畫停車場,22526381,小型車計時每小時30元;小型車月租每月1350元;,0~24時,287866.5,2758370.5,33,0,
130036,新北市,土城區,NPTC,博客金城站,土城區金城路三段200之5、6、7、8、9、10、11、12號,2,立體式建築附設停車空間,2948-8889,小型車計時每小時60元;小型車月租每月3000元;,0~24時,297336.5,2764537,42,0,
60005,新北市,新店區,NPXD,新北市新店區大豐平面停車場,新店區二十張路143之1號,1,平面式臨時路外停車場,2219-6733,小型車計時每小時30元;小型車月租每月3000元;,0~24時,304049.5,2763522,62,10,
60048,新北市,新店區,NPXD,新北市新店區安坑臨時平面停車場,新北市新店區安康路2段341巷旁,1,平面式臨時路外停車場,2215-7638,小型車計時每小時30元;小型車月租每月3000元;,0~24時,300137,2760888.5,43,5,
60012,新北市,新店區,NPXD,新北市新店區建國平面停車場,新店區建國路356-1號,1,平面式都市計畫停車場,86650902,小型車計時每小時30元;小型車月租每月3000元;,0~24時,304249,2764366,65,10,
270002,新北市,金山區,NPJS,立宥實業社金山國小停車場,新北市金山區文化路2號(金山高級中學旁),2,平面式臨時路外停車場,926779790,小型車計次每次60元;小型車計次每次80元;,0~24時,314127.5,2790645.5,49,0,
70035,新北市,樹林區,NPSL,百驛企業有限公司後站停車場,新北市樹林區後站街3巷12號對面空地,2,平面式臨時路外停車場,86752028,機車計時每小時10元;機車計次每次50元;機車月租每月1000元;,0~24時,292745.6,2764779,0,586,
20109,新北市,三重區,NPSC,光興國小地下停車場,新北市三重區正義南路62號,1,立體式多目標附建停車場,29764296,小型車計時每小時20元;小型車月租每月4000元;小型車月租每月3200元;小型車月租每月2400元;小型車月租每月2000元;機車月租每月100元;,0~24時,300396.6,2772551,304,88,
110055,新北市,汐止區,NPXI,北峰國民小學附設停車場,新北市汐止區環河街1 號,2,平面式多目標附建停車場,26941817#251,小型車月租每月1000元;,18~22時,313722.4,2772901,13,0,
10137,新北市,蘆洲區,NPLZ,Times蘆洲三民路停車場,新北市蘆洲區三民路505號旁,2,平面式臨時路外停車場,800888924,機車計時每小時80元;機車月租每月8000元;,0~24時,296630.7,2776086,0,47,
160011,新北市,泰山區,NPTA,三群停車場,新北市新莊區中環路2段裕信華六街交叉口旁,2,平面式臨時路外停車場,0701-0800-593,小型車月租2300元;,0~24時,294568.5,2770691.5,245,0,
30063,新北市,中和區,NPZH,智富連城工商園區停車場,中和區連城路232-1號B1,2,立體式建築附設停車空間,22222014,小型車計時每小時60元;,0~24時,299407,2765547,21,0,
60031,新北市,新店區,NPXD,江陵禮一期停車場,新店區民權路63、65、67、69號B5、B6、B7,2,立體式建築附設停車空間,29102800,小型車計時每小時40元;小型車月租每月4200元;,0~24時,304415.5,2763981.5,163,0,
30111,新北市,中和區,NPZH,中和員山停車場,新北市中和區員山路560號對面空地,2,平面式臨時路外停車場,,"小型車計時每小時100元;小型車月租每月10,000元;",0~24時,298317.3,2767014,27,0,
10029,新北市,板橋區,NPBQ,新北市板橋區新海抽水站平面停車場,新北市板橋區中正路511號,1,平面式臨時路外停車場,89697463,小型車計時每小時20元;小型車計時每小時30元;大型車計時每小時40元;大型車計時每小時60元;小型車月租每月3000元;大型車月租每月6000元;,0~24時,295954,2768975.5,34,10,
60080,新北市,新莊區,NPXZ,昌平停車場,新北市新莊區中央路與昌平街交叉口50公尺處,2,平面式臨時路外停車場,919218244,小型車計時每小時20元;小型車月租每月2000元;,0~24時,295751.6,2772391,105,0,
10138,新北市,新莊區,NPXZ,福美128停車場,新北市新莊區福美街128巷20號對面,2,平面式臨時路外停車場,919218244,小型車計時每小時20元;小型車月租每月2000元;,0~24時,296569.9,2772305,64,0,
10136,新北市,板橋區,NPBQ,仁化收費停車場,新北市板橋區仁化街54號旁,2,平面式臨時路外停車場,22523745,小型車計時每小時40元;,0~24時,298019.8,2769392,11,0,
30112,新北市,中和區,NPZH,光寶科技中和大樓C棟停車場,新北市中和區建六路77號,2,立體式建築附設停車空間,22226181,小型車計時每小時50元;,09~17時,299221,2766114,42,0,
20072,新北市,三重區,NPSC,忠孝自強停車場,三重區忠孝路二段35號對面,1,平面式臨時路外停車場,939054138,小型車計時每小時30元;大型車月租每月2500元;,0~24時,299060,2773743,42,0,
20034,新北市,三重區,NPSC,碧華停車場,新北市三重區仁華街118巷9-8號旁,2,平面式臨時路外停車場,939054138,小型車計時每小時30元;小型車月租每月2500元;,0~24時,298937,2775227,28,10,
10054,新北市,板橋區,NPBQ,板橋區府中一區、二區、三區平面停車場,新北市板橋區縣民大道、重慶路口,2,平面式臨時路外停車場,2944-1489,小型車計時每小時100元;小型車月租每月8000元;機車月租每月2000元;機車計次每次60元;,0~24時,296526,2766952,39,81,
50033,新北市,新莊區,NPXZ,便利停車場新莊二站,新北市新莊區中正路649-1號B2,2,立體式建築附設停車空間,2908-7142,小型車月租每月3500元;小型車計時每小時40元;,0~24時,293408.5,2769277,201,0,
70036,新北市,樹林區,NPSL,鵝媽媽停車場,新北市樹林區俊保路32號旁,2,平面式臨時路外停車場,26877177,小型車計時每小時20元;小型車月租每月2800元;,0~24時,292626.1,2766762,185,0,
90013,新北市,三峽區,NPSA,礁溪行政大樓停車場,三峽區光明路71號,2,立體式多目標附建停車場,86722812,小型車計時每小時20元;小型車月租每月4000元;,0~24時,287992,2757899.5,83,0,
30113,新北市,中和區,NPZH,雙和醫院第一、二醫療大樓停車場,新北市中和區中正路291號B1~B5,2,立體式建築附設停車空間,22432965,小型車計時每小時30元;小型車月租每月4000元;小型車月租每月2000元;機車計次每次10元;,0~24時,299880.4,2764931,708,699,
10140,新北市,板橋區,NPBQ,江翠水岸停一收費停車場,新北市板橋區溪頭公園旁,1,平面式都市計畫停車場,22523745,小型車計時每小時30元;小型車月租每月4200元;,0~24時,297076,2769461,25,0,
10139,新北市,板橋區,NPBQ,江翠水岸停二收費停車場,新北市板橋區長江路2段311巷往環河路第1個十字路口右轉,1,平面式都市計畫停車場,22523745,小型車計時每小時30元;小型車月租每月4200元;,0~24時,297672.3,2769719,43,0,
70001,新北市,樹林區,NPSL,新北市樹林區第一停車場,樹林區保安街20巷底保順街口,1,平面式都市計畫停車場,"02-26851561,26829703",小型車計時每小時20元;小型車月租每月2500元;,0~24時,293220.5,2765270,63,0,
70002,新北市,樹林區,NPSL,新北市樹林區第三停車場,樹林區光明街10號旁空地,1,平面式都市計畫停車場,02-26851561,小型車計時每小時20元;小型車月租每月1200元;,0~24時,291510.5,2764655,16,0,
70006,新北市,樹林區,NPSL,新北市樹林區第八停車場,樹林區復興路390巷20號,1,平面式都市計畫停車場,"02-26851561,0970227788",小型車計時每小時20元;小型車月租每月2300元;,0~24時,291859.5,2764308,50,5,
100016,新北市,淡水區,NPTS,忠佑停車場,淡水區民族路31巷1號B1,2,立體式建築附設停車空間,8809-3037,小型車計時每小時40元;小型車月租每月3000元;,0~24時,296585,2780960,66,0,
40046,新北市,永和區,NPYH,安全停車場,新北市永和區環河東路4段與民樂街39巷交叉口直上堤外道路,2,平面式臨時路外停車場,29213266、29238567,小型車月租每月2500元;小型車月租每月2000元;,0~24時,303424.2,2765949,360,0,
100040,新北市,淡水區,NPTS,淡水新市停車場,新北市淡水區新市1路3段101巷19弄旁,2,平面式臨時路外停車場,,小型車計時每小時60元;小型車計次每次300元;小型車月租每月3000元;,0~24時,294956.6,2786220,140,0,
40022,新北市,永和區,NPYH,宏達經營管理顧問有限公司北城停車場,永和區民權路53號B2~B5,2,立體式建築附設停車空間,29869257,小型車計時每小時50元;小型車月租每月6000元;,0~24時,302476.5,2765495,325,0,
40007,新北市,永和區,NPYH,民權停車場,永和區民權路60號B1-B3,2,立體式建築附設停車空間,8943-3803,小型車計時每小時20元;身障車月租每月4000元;,0~24時,302434.5,2765513,76,0,
140012,新北市,蘆洲區,NPLZ,新北市蘆洲區重陽市場暨社教大樓地下停車場,蘆洲區集賢路245號,2,立體式多目標附建停車場,8286-3440,小型車計時每小時20元;小型車月租每月4000元;小型車計次180元;,0~24時,298581,2775252,145,0,
50105,新北市,新莊區,NPXZ,新莊福美停車場,新北市新莊區福美街和福德一街交叉口,2,平面式臨時路外停車場,22461708,小型車計時每小時30元;小型車月租每月4000元;小型車月租每月3200元;身障車月租每月2000元;,0~24時,296478.8,2772064,85,0,
20004,新北市,三重區,NPSC,重新機械塔停車場,新北市三重區重安街1號,1,立體式-塔臺都市計畫停車場,2979-1067,小型車計時每小時20元;小型車月租每月3300元;小型車月租每月2640元;小型車月租每月1650元;,0~24時,299433,2772321,322,0,
40047,新北市,永和區,NPYH,元順停車場,新北市永和區環河東路2段永福水門進入左轉,2,平面式臨時路外停車場,0917512089、0913512089,小型車月租每月2500元;,0~24時,302912.4,2767055,123,0,
10114,新北市,板橋區,NPBQ,國立臺灣藝術大學停車場,新北市板橋區大觀路一段59號,2,立體式多目標附建停車場,22722181分機1226,小型車計時每小時20元;,0~24時,295192.8,2766511,88,0,
170035,新北市,林口區,NPLK,竹城長崎收費停車場,新北市林口區文化三路2段115巷2號,2,立體式建築附設停車空間,87973666,小型車月租每月5000元;,0~24時,287756.5,2774823,26,26,
